P6-7    JDM   Final ; Bertocco; Bertocco, Sara; https://www.adass2019.nl/wp-content/uploads/adass-proc/P6-7-5dbb29594eed54-57913001.tar.gz; 
P6-8    JDM   Final ; Taffoni; Taffoni, Giuliano; https://www.adass2019.nl/wp-content/uploads/adass-proc/P6-8-5dbb3f97762ed0-65957182.zip; 
P7-10   HV   Final2 ok ; Cross; Cross, Nicholas; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-10_v1.tar.gz; 
P7-11   HV   Final2 ok ; D'Abrusco; D'Abrusco, Raffaele; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-11-5dbc8e9de01137-28127817.zip; 
P7-12   HV   Final2 ok ; Snyder; Snyder, Greg; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-12-5dbaed548f6391-07987468.tar.gz; 
P7-2    HV   Final2 ok ; Raugh; Raugh, Anne; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-2-5dbc09e766ed08-46346314.tar.gz; 
P7-3    HV   Final2 ok ; Brasseur; Brasseur, Clara; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-3-5db9d532644ca8-62992808.tar.gz; 
P7-4    HV   Final2 ok ; Rodriguez; Rodriguez, David; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-4-5db30a773fd970-80015422.zip; 
P7-5    HV   Final2 missing paperauthor, poor English, author contacted ; Bisch; Bisch, Yann; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-5-5dc02c2d6cf9e7-28474131.tar.gz; 
P7-6    HV   Draft ; Noel-Storr; Noel-Storr, Jake; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-6.zip; 
P7-7    HV   Final2 ok ; Thong; Thong, Sinh; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-7-5dbca31a1ffcb5-29965061.tar; 
P7-8    HV   Final2 ok ; Chaitra; Chaitra, Chaitra; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-8-5dbafad5631028-99529599.zip; 
P7-9    HV   Final2 ok ; Bayandina; Bayandina, Olga; https://www.adass2019.nl/wp-content/uploads/adass-proc/P7-9-5db847c7620ea2-23542651.zip; 
P8-13   JDM   NoComm ; ter Veen; ter Veen, Sander; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-13-5d9278f76ad491-86030167.tar.gz; 
P8-15   JDM   Final ; Alexov; Alexov, Anastasia; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-15-5dbbaa312f8347-88383652.tar.gz; 
P8-17   JDM   Final ; Guti{\'e}rrez-Marqu{\'e}s; Guti{\'e}rrez-Marqu{\'e}s, Pablo; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-17-5d920557d71739-45203320.zip; 
P8-2    JDP  Final2 ok ; Stoehr; Stoehr, Felix; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-2-5d8e005f598418-47669974.tar.gz; 
P8-3    JDP  Final2 ok (Copyright form completed myself, see Github issue https://github.com/astroumd/ADASSProceedings2019/issues/15 ); Pickering; Pickering, Timothy; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-3-5db8cb713f8296-02802808.tar.gz; 
P8-4    JDP  Final2 ok ; Schaaf; Schaaf, Reinhold; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-4-5da98bc9562a93-88443625.tar.gz; 
P8-5    JDP  Final2 ok Author reduced contribution to 4 pages, see Github issue https://github.com/astroumd/ADASSProceedings2019/issues/7 ); Mancini; Mancini, Mattia; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-5-5dbbf99c340ae4-75962035.tar.gz; 
P8-6    JDP  Final2 ok ; Tezcan; Tezcan, Cihan Tugrul; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-6-5d9098d09587d7-19261709.zip; 
P8-8    JDP  Final2 copyright form needs update and refers to P9-14, which is status NoComm (see Github issue https://github.com/astroumd/ADASSProceedings2019/issues/16 ); Rizzi; Rizzi, Luca; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-8-5d8e5c60968562-07213871.tar.gz; 
P8-9    JDP  Final2 ok ; Schoenmakers; Schoenmakers, Arno; https://www.adass2019.nl/wp-content/uploads/adass-proc/P8-9-5dbaa3c99b1626-28983234.zip; 
P9-11   JDP  Final2 ok ; Nutma; Nutma, Teake; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-11-5dbc77c6e66a28-28981016.tar.gz; 
P9-12   JDP  Final2 ok ; Carels; Carels, Cees; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-12-5dbc53fe3e7766-75843561.tar.gz; 
P9-13   JDP  Final2 Font size in figure still very small (See Github issue https://github.com/astroumd/ADASSProceedings2019/issues/17 ) ; Becciani; Becciani, Ugo; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-13-5dba92780161b8-63786500.tar.gz; 
P9-14   JDP  NoComm ; Brown; Brown, Matthew; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-14-5d9204ac76e576-94864049.zip; 
P9-16   JDP  Final2 ok (Accepted figure, see Github issue https://github.com/astroumd/ADASSProceedings2019/issues/18 ) ; Diaz; Diaz, Rosa; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-16-5dbb4d8a1e2cd1-85523423.tar.gz; 
P9-17   JDP  Final2 ok ; Shortridge; Shortridge, Keith; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-17-5db92153abc614-26561162.tar.gz; 
P9-18   JDP  Final2 ok ; Del R{\'\i}o Garc{\'\i}a; Del R{\'\i}o Garc{\'\i}a, Sara; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-18-5d922ee5713525-83337431.zip; 
P9-19   JDP  Final2 ok ; Ispas; Ispas, Vlad-Haralambie; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-19-5dbca9d51db611-07902108.tar; 
P9-1    JDP  Final2 ok ; Chavan; Chavan, Alberto Maurizio; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-1-5d970c5bcac016-81675548.zip; 
P9-20   JDP  Final2 ok ; Blanco-Cuaresma; Blanco-Cuaresma, Sergi; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-20-5d91ce643a6175-95757885.tar.gz; 
P9-21   JDP  NoComm ; J{\"u}rges; J{\"u}rges, Thomas; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-21-5d9200433a8fd1-51635146.zip; 
P9-2    JDP  Final2 ok ; Zhao; Zhao, Haisheng; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-2-5dba38ea32ee81-80001656.zip; 
P9-5    JDP  Final2 ok ; Pandey; Pandey, Vishambhar Nath; https://www.adass2019.nl/wp-content/uploads/adass-proc/P9-5-5d91e174783047-19734537.zip; 
